# Availability - Yesterday

Date,"Node ID",Column1,Node,"IP Address","Average Availability"
8/15/2016,2631,unknown.gif,"160816 Jayapura",10.16.162.241,"0.00 %"
8/15/2016,2632,unknown.gif,"160817 Belitang Jaya",10.16.163.1,"0.00 %"
8/15/2016,765,unknown.gif,"160818 Belitang Madang Raya",10.16.163.17,"21.84 %"
8/15/2016,766,unknown.gif,"160819 Belitang Mulya",10.16.163.33,"22.29 %"
8/15/2016,767,unknown.gif,"160820 Buay Pemuka Bangsa Raja",10.16.163.49,"14.29 %"
8/15/2016,5680,unknown.gif,"1609 Ogan Komering Ulu Selatan",10.16.9.1,"100.00 %"
8/15/2016,2633,unknown.gif,"160901 Muara Dua",10.16.165.1,"0.00 %"
8/15/2016,768,unknown.gif,"160902 Pulau Beringin",10.16.165.17,"0.00 %"
8/15/2016,769,unknown.gif,"160903 Banding Agung",10.16.165.33,"0.00 %"
8/15/2016,770,unknown.gif,"160904 Muara Dua Kisam",10.16.165.49,"71.98 %"
8/15/2016,1875,unknown.gif,"160905 Simpang",10.16.165.65,"93.71 %"
8/15/2016,771,unknown.gif,"160906 Buay Sandang Aji",10.16.165.81,"0.00 %"
8/15/2016,772,unknown.gif,"160907 Buay Runjung",10.16.165.97,"0.00 %"
8/15/2016,1167,unknown.gif,"160908 Mekakau Ilir",10.16.165.113,"0.00 %"
8/15/2016,773,unknown.gif,"160909 Buay Pemaca",10.16.165.129,"0.00 %"
8/15/2016,774,unknown.gif,"160910 Kisam Tinggi",10.16.165.145,"0.00 %"
8/15/2016,775,unknown.gif,"160911 Kisam Ilir",10.16.165.161,"0.00 %"
8/15/2016,1168,unknown.gif,"160912 Buay Pematang Ribu Ranau Tengah",10.16.165.177,"88.40 %"
8/15/2016,776,unknown.gif,"160913 Warkuk Ranau Selatan",10.16.165.193,"0.00 %"
8/15/2016,777,unknown.gif,"160914 Runjung Agung",10.16.165.209,"4.57 %"
8/15/2016,778,unknown.gif,"160915 Sungai Are",10.16.165.225,"0.00 %"
8/15/2016,2634,unknown.gif,"160916 Sindang Danau",10.16.165.241,"100.00 %"
8/15/2016,779,unknown.gif,"160917 Buana Pemaca",10.16.166.1,"0.00 %"
8/15/2016,607,unknown.gif,"160918 Tiga Dihaji",10.16.166.17,"0.00 %"
8/15/2016,780,unknown.gif,"160919 Buay Rawan",10.16.166.33,"0.00 %"
8/15/2016,8297,unknown.gif,"1610 Ogan Ilir",10.16.10.1,"80.00 %"
8/15/2016,781,unknown.gif,"161001 Muara Kuang",10.16.168.1,"18.18 %"
8/15/2016,2635,unknown.gif,"161002 Tanjung Batu",10.16.168.17,"26.70 %"
8/15/2016,623,unknown.gif,"161003 Tanjung Raja",10.16.168.33,"22.73 %"
8/15/2016,2636,unknown.gif,"161004 Indralaya",10.16.168.49,"0.00 %"
8/15/2016,782,unknown.gif,"161005 Pemulutan",10.16.168.65,"30.11 %"
8/15/2016,632,unknown.gif,"161006 Rantau Alai",10.16.168.81,"0.00 %"
8/15/2016,1876,unknown.gif,"161007 Indralaya Utara",10.16.168.97,"0.00 %"
8/15/2016,2637,unknown.gif,"161008 Indralaya Selatan",10.16.168.113,"24.29 %"
8/15/2016,2638,unknown.gif,"161009 Pemulutan Selatan",10.16.168.129,"0.00 %"
8/15/2016,783,unknown.gif,"161010 Pemulutan Barat",10.16.168.145,"95.48 %"
8/15/2016,784,unknown.gif,"161011 Rantau Panjang",10.16.168.161,"98.31 %"
8/15/2016,785,unknown.gif,"161012 Sungai Pinang",10.16.168.177,"23.86 %"
8/15/2016,633,unknown.gif,"161013 Kandis",10.16.168.193,"19.89 %"
8/15/2016,2639,unknown.gif,"161014 Rambang Kuang",10.16.168.209,"56.82 %"
8/15/2016,2640,unknown.gif,"161015 Lubuk Keliat",10.16.168.225,"18.75 %"
8/15/2016,786,unknown.gif,"161016 Payaraman",10.16.168.241,"0.00 %"
8/15/2016,4393,unknown.gif,"1611 Empat Lawang",10.16.11.1,"69.66 %"
8/15/2016,2641,unknown.gif,"161101 Muara Pinang",10.16.171.1,"1.14 %"
8/15/2016,2642,unknown.gif,"161102 Pendopo",10.16.171.17,"96.61 %"
8/15/2016,2643,unknown.gif,"161103 Ulu Musi",10.16.171.33,"0.00 %"
8/15/2016,2644,unknown.gif,"161104 Tebing Tinggi",10.16.171.49,"0.00 %"
8/15/2016,2645,unknown.gif,"161105 Lintang Kanan",10.16.171.65,"0.00 %"
8/15/2016,787,unknown.gif,"161106 Talang Padang",10.16.171.81,"0.00 %"
8/15/2016,2646,unknown.gif,"161107 Pasemah Air Keruh",10.16.171.97,"94.92 %"
8/15/2016,8409,unknown.gif,"1612 Penukal Abab Lematang Ilir",10.16.12.1,"67.43 %"
8/15/2016,2598,unknown.gif,"161201 Talang Ubi",10.16.147.65,"31.82 %"
8/15/2016,754,unknown.gif,"161202 Penukal Utara",10.16.148.17,"26.70 %"
8/15/2016,753,unknown.gif,"161203 Penukal",10.16.147.193,"29.14 %"
8/15/2016,1712,unknown.gif,"161204 Abab",10.16.148.49,"16.57 %"
8/15/2016,752,unknown.gif,"161205 Tanah Abang",10.16.147.177,"0.00 %"
8/15/2016,8424,unknown.gif,"1613 Musi Rawas Utara",10.16.13.1,"100.00 %"
8/15/2016,552,unknown.gif,"161301 Rupit",10.16.153.97,"26.86 %"
8/15/2016,1137,unknown.gif,"161302 Rawas Ulu",10.16.153.65,"0.00 %"
8/15/2016,2801,unknown.gif,"161303 Nibung",10.16.153.241,"24.57 %"
8/15/2016,550,unknown.gif,"161304 Rawas Ilir",10.16.153.49,"0.00 %"
8/15/2016,2615,unknown.gif,"161305 Karang Dapo",10.16.154.1,"36.36 %"
8/15/2016,558,unknown.gif,"161306 Karang Jaya",10.16.153.225,"0.00 %"
8/15/2016,551,unknown.gif,"161307 Ulu Rawas",10.16.153.81,"16.00 %"
8/15/2016,2913,14988.gif,"1671 Kota Palembang",10.16.71.1,"100.00 %"
8/15/2016,571,unknown.gif,"167101 Ilir Barat II",10.16.101.1,"100.00 %"
8/15/2016,6101,unknown.gif,"167102 Seberang Ulu I",10.16.101.17,"100.00 %"
8/15/2016,6102,unknown.gif,"167103 Seberang Ulu II",10.16.101.33,"68.75 %"
8/15/2016,5023,unknown.gif,"167104 Ilir Barat I",10.16.101.49,"43.43 %"
8/15/2016,265,unknown.gif,"167105 Ilir Timur I",10.16.101.65,"34.09 %"
8/15/2016,1877,unknown.gif,"167106 Ilir Timur II",10.16.101.81,"100.00 %"
8/15/2016,574,unknown.gif,"167107 Sukarami",10.16.101.97,"84.09 %"
8/15/2016,8306,unknown.gif,"167108 Sako",10.16.101.113,"36.87 %"
8/15/2016,1878,unknown.gif,"167109 Kemuning",10.16.101.129,"100.00 %"
8/15/2016,575,unknown.gif,"167110 Kalidoni",10.16.101.145,"100.00 %"
8/15/2016,1879,unknown.gif,"167111 Bukit Kecil",10.16.101.161,"100.00 %"
8/15/2016,1880,unknown.gif,"167112 Gandus",10.16.101.177,"100.00 %"
8/15/2016,576,unknown.gif,"167113 Kertapati",10.16.101.193,"65.34 %"
8/15/2016,1881,unknown.gif,"167114 Plaju",10.16.101.209,"100.00 %"
8/15/2016,7751,unknown.gif,"167115 Alang-alang Lebar",10.16.101.225,"34.83 %"
8/15/2016,1882,unknown.gif,"167116 Sematang Borang",10.16.101.241,"100.00 %"
8/15/2016,3075,unknown.gif,"1672 Kota Pagar Alam",10.16.72.1,"29.55 %"
8/15/2016,2585,unknown.gif,"167201 Pagar Alam Utara",10.16.103.1,"16.48 %"
8/15/2016,1883,unknown.gif,"167202 Pagar Alam Selatan",10.16.103.17,"100.00 %"
8/15/2016,1884,unknown.gif,"167203 Dempo Utara",10.16.103.33,"62.29 %"
8/15/2016,1885,unknown.gif,"167204 Dempo Selatan",10.16.103.49,"16.57 %"
8/15/2016,2586,unknown.gif,"167205 Dempo Tengah",10.16.103.65,"0.00 %"
8/15/2016,6570,unknown.gif,"1673 Kota Lubuk Linggau",10.16.73.1,"68.00 %"
8/15/2016,1886,unknown.gif,"167301 Lubuk Linggau Timur I",10.16.105.1,"0.00 %"
8/15/2016,1887,unknown.gif,"167302 Lubuk Linggau Barat I",10.16.105.17,"63.64 %"
8/15/2016,5024,unknown.gif,"167303 Lubuk Linggau Selatan I",10.16.105.33,"0.00 %"
8/15/2016,2587,unknown.gif,"167304 Lubuk Linggau Utara I",10.16.105.49,"0.00 %"
8/15/2016,1888,unknown.gif,"167305 Lubuk Linggau Timur II",10.16.105.65,"0.00 %"
8/15/2016,1889,unknown.gif,"167306 Lubuk Linggau Barat II",10.16.105.81,"0.00 %"
8/15/2016,2756,unknown.gif,"167307 Lubuk Linggau Selatan II",10.16.105.97,"0.00 %"
8/15/2016,2796,unknown.gif,"167308 Lubuk Linggau Utara II",10.16.105.113,"0.00 %"
8/15/2016,5835,unknown.gif,"1674 Kota Prabumulih",10.16.74.1,"68.57 %"
8/15/2016,580,unknown.gif,"167401 Prabumulih Barat",10.16.107.1,"26.70 %"
8/15/2016,581,unknown.gif,"167402 Prabumulih Timur",10.16.107.17,"32.95 %"
8/15/2016,7753,unknown.gif,"167403 Cambai",10.16.107.33,"28.49 %"
8/15/2016,1713,unknown.gif,"167404 Rambang Kpk Tengah",10.16.107.49,"25.57 %"
8/15/2016,582,unknown.gif,"167405 Prabumulih Utara",10.16.107.65,"28.57 %"
8/15/2016,1890,unknown.gif,"167406 Prabumulih Selatan",10.16.107.81,"100.00 %"
8/15/2016,8013,unknown.gif,"17 Bengkulu",10.10.17.2,"100.00 %"
8/15/2016,4118,unknown.gif,"1701 Bengkulu Selatan",10.17.1.1,"100.00 %"
8/15/2016,6985,unknown.gif,"170101 Kedurang",10.17.141.1,"0.00 %"
8/15/2016,7860,unknown.gif,"170102 Seginim",10.17.141.17,"0.00 %"
8/15/2016,7502,unknown.gif,"170103 Pino",10.17.141.33,"0.00 %"
8/15/2016,7335,unknown.gif,"170104 Manna",10.17.141.49,"0.00 %"
8/15/2016,7541,unknown.gif,"170105 Kota Manna",10.17.141.65,"0.00 %"
8/15/2016,6987,unknown.gif,"170106 Pino Raya",10.17.141.81,"0.00 %"
8/15/2016,7882,unknown.gif,"170107 Kedurang Ilir",10.17.141.97,"0.00 %"
8/15/2016,7546,unknown.gif,"170108 Air Nipis",10.17.141.113,"0.00 %"
8/15/2016,7787,unknown.gif,"170109 Ulu Manna",10.17.141.129,"0.00 %"
8/15/2016,7886,unknown.gif,"170110 Bunga Mas",10.17.141.145,"5.62 %"
8/15/2016,6986,unknown.gif,"170111 Pasar Manna",10.17.141.161,"100.00 %"
8/15/2016,5657,unknown.gif,"1702 Rejang Lebong",10.17.2.1,"100.00 %"
8/15/2016,6345,unknown.gif,"170206 Kota Padang",10.17.144.1,"0.00 %"
8/15/2016,7013,unknown.gif,"170207 Padang Ulak Tanding",10.17.144.17,"100.00 %"
8/15/2016,7002,unknown.gif,"170208 Sindang Kelingi",10.17.144.33,"0.00 %"
8/15/2016,7292,unknown.gif,"170209 Curup",10.17.144.49,"0.00 %"
8/15/2016,7003,unknown.gif,"170210 Bermani Ulu",10.17.144.65,"100.00 %"
8/15/2016,7005,unknown.gif,"170211 Selupu Rejang",10.17.144.81,"58.62 %"
8/15/2016,7006,unknown.gif,"170216 Curup Utara",10.17.144.97,"96.61 %"
8/15/2016,7007,unknown.gif,"170217 Curup Timur",10.17.144.113,"0.00 %"
8/15/2016,7008,unknown.gif,"170218 Curup Selatan",10.17.144.129,"100.00 %"
8/15/2016,7009,unknown.gif,"170219 Curup Tengah",10.17.144.145,"100.00 %"
8/15/2016,7010,unknown.gif,"170220 Binduriang",10.17.144.161,"0.00 %"
8/15/2016,7012,unknown.gif,"170221 Sindang Beliti Ulu",10.17.144.177,"0.00 %"
8/15/2016,7014,unknown.gif,"170222 Sindang Dataran",10.17.144.193,"0.00 %"
8/15/2016,7011,unknown.gif,"170223 Sindang Beliti Ilir",10.17.144.209,"0.00 %"
8/15/2016,7293,unknown.gif,"170224 Bermani Ulu Raya",10.17.144.225,"56.32 %"
8/15/2016,7894,unknown.gif,"1703 Bengkulu Utara",10.17.3.1,"100.00 %"
8/15/2016,7828,unknown.gif,"170301 Enggano",10.17.145.1,"0.00 %"
8/15/2016,6989,unknown.gif,"170306 Kerkap",10.17.145.17,"0.00 %"
8/15/2016,5987,unknown.gif,"170307 Kota Arga Makmur",10.17.145.33,"0.00 %"
8/15/2016,6174,unknown.gif,"170308 Giri Mulya",10.17.145.49,"18.29 %"
8/15/2016,7327,unknown.gif,"170309 Padang Jaya",10.17.145.65,"21.02 %"
8/15/2016,7575,unknown.gif,"170310 Lais",10.17.145.81,"0.00 %"
8/15/2016,6210,unknown.gif,"170311 Batik Nau",10.17.145.97,"0.00 %"
8/15/2016,6303,unknown.gif,"170312 Ketahun",10.17.145.113,"0.00 %"
8/15/2016,6304,unknown.gif,"170313 Napal Putih",10.17.145.129,"14.20 %"
8/15/2016,8064,unknown.gif,"170314 Putri Hijau",10.17.145.145,"93.30 %"
8/15/2016,6176,unknown.gif,"170315 Air Besi",10.17.145.161,"0.00 %"
8/15/2016,6990,unknown.gif,"170316 Air Napal",10.17.145.177,"0.00 %"
8/15/2016,4752,14988.gif,"1704 Kaur",10.17.4.1,"24.57 %"
8/15/2016,6994,unknown.gif,"170401 Kinal",10.17.150.1,"0.00 %"
8/15/2016,6331,unknown.gif,"170402 Tanjung Kemuning",10.17.150.17,"0.00 %"
8/15/2016,7265,unknown.gif,"170403 Kaur Utara",10.17.150.33,"0.00 %"
8/15/2016,7883,unknown.gif,"170404 Kaur Tengah",10.17.150.49,"0.00 %"
8/15/2016,6997,unknown.gif,"170405 Kaur Selatan",10.17.150.65,"0.00 %"
8/15/2016,6992,unknown.gif,"170406 Maje",10.17.150.81,"18.18 %"
8/15/2016,6991,unknown.gif,"170407 Nasal",10.17.150.97,"0.00 %"
8/15/2016,7776,unknown.gif,"170408 Semidang Gumay",10.17.150.113,"0.00 %"
8/15/2016,7777,unknown.gif,"170409 Kelam Tengah",10.17.150.129,"0.00 %"
8/15/2016,6995,unknown.gif,"170410 Luas",10.17.150.145,"62.29 %"
8/15/2016,6993,unknown.gif,"170411 Muara Sahung",10.17.150.161,"0.00 %"
8/15/2016,6996,unknown.gif,"170412 Tetap",10.17.150.177,"49.43 %"
8/15/2016,7427,unknown.gif,"170413 Lungkang Kule",10.17.150.193,"0.00 %"
8/15/2016,8143,unknown.gif,"170414 Padang Guci Hilir",10.17.150.209,"0.00 %"
8/15/2016,7326,unknown.gif,"170415 Padang Guci Hulu",10.17.150.225,"0.00 %"
8/15/2016,4749,unknown.gif,"1705 Seluma",10.17.5.1,"57.06 %"
8/15/2016,2647,unknown.gif,"170501 Sukaraja",10.17.153.1,"84.36 %"
8/15/2016,2648,unknown.gif,"170502 Seluma",10.17.153.17,"78.89 %"
8/15/2016,1169,unknown.gif,"170503 Talo",10.17.153.33,"0.00 %"
8/15/2016,635,unknown.gif,"170504 Semidang Alas",10.17.153.49,"0.00 %"
8/15/2016,789,unknown.gif,"170505 Semidang Alas Maras",10.17.153.65,"0.00 %"
8/15/2016,2649,unknown.gif,"170506 Air Periukan",10.17.153.81,"82.78 %"
8/15/2016,2650,unknown.gif,"170507 Lubuk Sandi",10.17.153.97,"0.00 %"
8/15/2016,790,unknown.gif,"170508 Seluma Barat",10.17.153.113,"44.94 %"
8/15/2016,636,unknown.gif,"170509 Seluma Timur",10.17.153.129,"34.83 %"
8/15/2016,791,unknown.gif,"170510 Seluma Utara",10.17.153.145,"0.00 %"
8/15/2016,1714,unknown.gif,"170511 Seluma Selatan",10.17.153.161,"2.27 %"
8/15/2016,792,unknown.gif,"170512 Talo Kecil",10.17.153.177,"0.00 %"
8/15/2016,1170,unknown.gif,"170513 Ulu Talo",10.17.153.193,"0.00 %"
8/15/2016,793,unknown.gif,"170514 Ilir Talo",10.17.153.209,"0.00 %"
8/15/2016,5658,unknown.gif,"1706 Muko Muko",10.17.6.1,"91.21 %"
8/15/2016,2651,unknown.gif,"170601 Lubuk Pinang",10.17.156.1,"37.50 %"
8/15/2016,637,unknown.gif,"170602 Kota Mukomuko",10.17.156.17,"0.00 %"
8/15/2016,4792,unknown.gif,"170603 Teras Terunjam",10.17.156.33,"0.00 %"
8/15/2016,2652,unknown.gif,"170604 Pondok Suguh",10.17.156.49,"64.94 %"
8/15/2016,1171,unknown.gif,"170605 Ipuh",10.17.156.65,"76.14 %"
8/15/2016,1172,unknown.gif,"170606 Malin Deman",10.17.156.81,"0.00 %"
8/15/2016,795,unknown.gif,"170607 Air Rami",10.17.156.97,"8.62 %"
8/15/2016,796,unknown.gif,"170608 Teramang Jaya",10.17.156.113,"54.75 %"
8/15/2016,1173,unknown.gif,"170609 Selagan Raya",10.17.156.129,"0.00 %"
8/15/2016,2653,unknown.gif,"170610 Penarik",10.17.156.145,"22.86 %"
8/15/2016,2654,unknown.gif,"170611 XIV Koto",10.17.156.161,"30.29 %"
8/15/2016,797,unknown.gif,"170612 V Koto",10.17.156.177,"0.00 %"
8/15/2016,798,unknown.gif,"170613 Air Majunto",10.17.156.193,"0.00 %"
8/15/2016,2655,unknown.gif,"170614 Air Dikit",10.17.156.209,"0.00 %"
8/15/2016,638,unknown.gif,"170615 Sungai Rumbai",10.17.156.225,"77.27 %"
8/15/2016,6560,unknown.gif,"1707 Lebong",10.17.7.1,"100.00 %"
8/15/2016,7004,unknown.gif,"170701 Lebong Utara",10.17.159.1,"0.00 %"
8/15/2016,6998,unknown.gif,"170702 Lebong Atas",10.17.159.17,"0.00 %"
8/15/2016,6999,unknown.gif,"170703 Lebong Tengah",10.17.159.33,"0.00 %"
8/15/2016,7000,unknown.gif,"170704 Lebong Selatan",10.17.159.49,"0.00 %"
8/15/2016,7001,unknown.gif,"170705 Rimbo Pengadang",10.17.159.65,"100.00 %"
8/15/2016,4425,unknown.gif,"1708 Kepahiang",10.17.8.1,"67.82 %"
8/15/2016,2656,unknown.gif,"170801 Bermani Ilir",10.17.162.1,"0.00 %"
8/15/2016,2657,unknown.gif,"170802 Ujan Mas",10.17.162.17,"0.00 %"
8/15/2016,2658,unknown.gif,"170803 Tebat Karai",10.17.162.33,"0.00 %"
8/15/2016,2659,unknown.gif,"170804 Kepahiang",10.17.162.49,"6.86 %"
8/15/2016,2660,unknown.gif,"170805 Merigi",10.17.162.65,"100.00 %"
8/15/2016,639,unknown.gif,"170806 Kebawetan",10.17.162.81,"88.64 %"
8/15/2016,2661,unknown.gif,"170807 Seberang Musi",10.17.162.97,"0.00 %"
8/15/2016,2662,unknown.gif,"170808 Muara Kemumu",10.17.162.113,"0.00 %"
8/15/2016,5910,unknown.gif,"1709 Bengkulu Tengah",10.17.9.1,"64.57 %"
8/15/2016,7334,unknown.gif,"170901 Karang Tinggi",10.17.165.1,"100.00 %"
8/15/2016,6329,unknown.gif,"170902 Talang Empat",10.17.165.17,"85.14 %"
8/15/2016,6350,unknown.gif,"170903 Pondok Kelapa",10.17.165.33,"0.00 %"
8/15/2016,5988,unknown.gif,"170904 Pematang Tiga",10.17.165.49,"0.00 %"
8/15/2016,6988,unknown.gif,"170905 Pagar Jati",10.17.165.65,"0.00 %"
8/15/2016,7263,unknown.gif,"170906 Taba Penanjung",10.17.165.81,"0.00 %"
8/15/2016,4114,unknown.gif,"1771 Kota Bengkulu",10.17.71.1,"64.20 %"
8/15/2016,1891,unknown.gif,"177101 Selebar",10.17.101.1,"32.95 %"
8/15/2016,2757,unknown.gif,"177102 Gading Cempaka",10.17.101.17,"0.00 %"
8/15/2016,1892,unknown.gif,"177103 Teluk Segara",10.17.101.33,"32.39 %"
8/15/2016,2758,unknown.gif,"177104 Muara Bangka Hulu",10.17.101.49,"100.00 %"
8/15/2016,1893,unknown.gif,"177105 Kampung Melayu",10.17.101.65,"81.92 %"
8/15/2016,1894,unknown.gif,"177106 Ratu Agung",10.17.101.81,"71.84 %"
8/15/2016,1895,unknown.gif,"177107 Ratu Samban",10.17.101.97,"100.00 %"
8/15/2016,2759,unknown.gif,"177108 Sungai Serut",10.17.101.113,"0.00 %"
8/15/2016,5122,unknown.gif,"18 Lampung",10.10.18.2,"42.70 %"
8/15/2016,8270,unknown.gif,"1801 Lampung Selatan",10.18.1.1,"41.48 %"
8/15/2016,8257,unknown.gif,"180104 Natar",10.18.141.1,"100.00 %"
8/15/2016,5412,unknown.gif,"180105 Tanjung Bintang",10.18.142.17,"100.00 %"
8/15/2016,5816,unknown.gif,"180106 Kalianda",10.18.141.33,"0.00 %"
8/15/2016,3782,unknown.gif,"180107 Sidomulyo",10.18.141.49,"13.07 %"
8/15/2016,6163,unknown.gif,"180108 Katibung",10.18.141.65,"27.27 %"
8/15/2016,5930,unknown.gif,"180109 Penengahan",10.18.141.81,"100.00 %"
8/15/2016,5935,unknown.gif,"180110 Palas",10.18.141.97,"32.95 %"
8/15/2016,5936,unknown.gif,"180113 Jati Agung",10.18.141.113,"25.57 %"
8/15/2016,3783,unknown.gif,"180114 Ketapang",10.18.141.129,"33.14 %"
8/15/2016,6246,unknown.gif,"180115 Sragi",10.18.141.145,"65.52 %"
8/15/2016,4328,unknown.gif,"180116 Raja Basa",10.18.141.161,"0.00 %"
8/15/2016,5938,unknown.gif,"180117 Candipuro",10.18.141.177,"30.68 %"
8/15/2016,6481,unknown.gif,"180118 Merbau Mataram",10.18.141.193,"28.57 %"
8/15/2016,4327,unknown.gif,"180121 Bakauheni",10.18.141.209,"100.00 %"
8/15/2016,7705,unknown.gif,"180122 Tanjung Sari",10.18.141.225,"100.00 %"
8/15/2016,4358,unknown.gif,"180123 Way Sulan",10.18.141.241,"18.99 %"
8/15/2016,5940,unknown.gif,"180124 Way Panji",10.18.142.1,"100.00 %"
8/15/2016,8223,unknown.gif,"1802 Lampung Tengah",10.18.2.1,"100.00 %"
8/15/2016,6125,unknown.gif,"180201 Kalirejo",10.18.144.1,"17.61 %"
8/15/2016,6159,unknown.gif,"180202 Bangun Rejo",10.18.144.17,"75.57 %"
8/15/2016,6122,unknown.gif,"180203 Padang Ratu",10.18.144.33,"24.43 %"
8/15/2016,6123,unknown.gif,"180204 Gunung Sugih",10.18.144.49,"32.95 %"
8/15/2016,5999,unknown.gif,"180205 Trimurjo",10.18.144.65,"23.30 %"
8/15/2016,6000,unknown.gif,"180206 Punggur",10.18.144.81,"13.56 %"
8/15/2016,6124,unknown.gif,"180207 Terbanggi Besar",10.18.144.97,"20.57 %"
8/15/2016,6033,unknown.gif,"180208 Seputih Raman",10.18.144.113,"21.47 %"
8/15/2016,6364,unknown.gif,"180209 Rumbia",10.18.144.129,"50.49 %"
8/15/2016,4359,unknown.gif,"180210 Seputih Banyak",10.18.144.145,"20.00 %"
8/15/2016,6365,unknown.gif,"180211 Seputih Mataram",10.18.144.161,"100.00 %"
8/15/2016,4361,unknown.gif,"180212 Seputih Surabaya",10.18.144.177,"22.16 %"
8/15/2016,4370,unknown.gif,"180213 Terusan Nunyai",10.18.144.193,"20.00 %"
8/15/2016,6001,unknown.gif,"180214 Bumi Ratu Nuban",10.18.144.209,"99.43 %"
8/15/2016,4371,unknown.gif,"180215 Bekri",10.18.144.225,"22.16 %"
8/15/2016,6034,unknown.gif,"180216 Seputih Agung",10.18.144.241,"0.00 %"
8/15/2016,6247,unknown.gif,"180217 Way Pangubuan",10.18.145.1,"15.91 %"
8/15/2016,6035,unknown.gif,"180218 Bandar Mataram",10.18.145.17,"100.00 %"
8/15/2016,6432,unknown.gif,"180219 Pubian",10.18.145.33,"67.82 %"
8/15/2016,6126,unknown.gif,"180220 Selagai Lingga",10.18.145.49,"15.43 %"
8/15/2016,6179,unknown.gif,"180221 Anak Tuha",10.18.145.65,"0.00 %"
8/15/2016,4583,unknown.gif,"180222 Sendang Agung",10.18.145.81,"65.14 %"
8/15/2016,4970,unknown.gif,"180223 Kota Gajah",10.18.145.97,"9.09 %"
8/15/2016,6496,unknown.gif,"180224 Bumi Nabung",10.18.145.113,"25.29 %"
8/15/2016,6160,unknown.gif,"180225 Way Seputih",10.18.145.129,"0.00 %"
8/15/2016,6696,unknown.gif,"180226 Bandar Surabaya",10.18.145.145,"58.29 %"
8/15/2016,4373,unknown.gif,"180227 Anak Ratu Aji",10.18.145.161,"19.32 %"
8/15/2016,4360,unknown.gif,"180228 Putra Rumbia",10.18.145.177,"100.00 %"
8/15/2016,8222,unknown.gif,"1803 Lampung Utara",10.18.3.1,"100.00 %"
8/15/2016,6445,unknown.gif,"180301 Bukit Kemuning",10.18.147.1,"100.00 %"
8/15/2016,5946,unknown.gif,"180302 Kotabumi",10.18.147.17,"85.47 %"
8/15/2016,6368,unknown.gif,"180303 Sungkai Selatan",10.18.147.33,"100.00 %"
8/15/2016,6224,unknown.gif,"180304 Tanjung Raja",10.18.147.49,"27.27 %"
8/15/2016,6026,unknown.gif,"180305 Abung Timur",10.18.147.65,"26.40 %"
8/15/2016,3596,unknown.gif,"180306 Abung Barat",10.18.147.81,"30.68 %"
8/15/2016,6181,unknown.gif,"180307 Abung Selatan",10.18.147.97,"95.43 %"
8/15/2016,6369,unknown.gif,"180308 Sungkai Utara",10.18.147.113,"26.14 %"
8/15/2016,6027,unknown.gif,"180309 Kotabumi Utara",10.18.147.129,"29.71 %"
8/15/2016,6180,unknown.gif,"180310 Kotabumi Selatan",10.18.147.145,"0.00 %"
8/15/2016,6431,unknown.gif,"180311 Abung Tengah",10.18.147.161,"31.25 %"
8/15/2016,6437,unknown.gif,"180312 Abung Tinggi",10.18.147.177,"21.02 %"
8/15/2016,6029,unknown.gif,"180313 Abung Semuli",10.18.147.193,"7.39 %"
8/15/2016,4495,unknown.gif,"180314 Abung Surakarta",10.18.147.209,"6.82 %"
8/15/2016,6370,unknown.gif,"180315 Muara Sungkai",10.18.147.225,"18.64 %"
8/15/2016,6371,unknown.gif,"180316 Bunga Mayang",10.18.147.241,"30.86 %"
8/15/2016,6372,unknown.gif,"180317 Hulu Sungkai",10.18.148.1,"0.00 %"
8/15/2016,6245,unknown.gif,"180318 Sungkai Tengah",10.18.148.17,"17.14 %"
8/15/2016,6244,unknown.gif,"180319 Abung Pekurun",10.18.148.33,"22.16 %"
8/15/2016,6225,unknown.gif,"180320 Sungkai Jaya",10.18.148.49,"27.43 %"
8/15/2016,6226,unknown.gif,"180321 Sungkai Barat",10.18.148.65,"0.00 %"
8/15/2016,6373,unknown.gif,"180322 Abung Kunang",10.18.148.81,"24.00 %"
8/15/2016,6402,unknown.gif,"180323 Blambangan Pagar",10.18.148.97,"69.71 %"
8/15/2016,5279,unknown.gif,"1804 Lampung Barat",10.18.4.1,"100.00 %"
8/15/2016,4911,unknown.gif,"180404 Balik Bukit",10.18.150.49,"99.43 %"
8/15/2016,4955,unknown.gif,"180405 Sumber Jaya",10.18.150.65,"0.00 %"
8/15/2016,5046,unknown.gif,"180406 Belalau",10.18.150.81,"0.00 %"
8/15/2016,4720,unknown.gif,"180407 Way Tenong",10.18.150.97,"100.00 %"
8/15/2016,4812,unknown.gif,"180408 Sekincau",10.18.150.113,"65.34 %"
8/15/2016,5364,unknown.gif,"180409 Suoh",10.18.150.129,"7.34 %"
8/15/2016,4984,unknown.gif,"180410 Batu Brak",10.18.150.145,"33.14 %"
8/15/2016,4983,unknown.gif,"180411 Sukau",10.18.150.161,"65.22 %"
8/15/2016,4908,unknown.gif,"180415 Gedung Surian",10.18.150.225,"14.20 %"
8/15/2016,4912,unknown.gif,"180418 Kebun Tebu",10.18.151.81,"28.98 %"
8/15/2016,5085,unknown.gif,"180419 Air Hitam",10.18.151.65,"0.00 %"
8/15/2016,5350,unknown.gif,"180420 Pagar Dewa",10.18.151.97,"0.00 %"
